SN,Region,Site ID,Site Class,Snag Category,Sub Category,Remarks,Snag Opened By,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
46283,AUH,AAN2006,Class A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,1 nos fe sticker installed,Kanwaljit Singh,MINOR,01/08/2025,01/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
129762,AUH,AAN2006,Class A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,1 Fe sticker install fire cylinder,Kanwaljit Singh,MINOR,08/08/2026,08/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
113562,AUH,AAN2006,Class A,MDB,LABELING MISSING,Meter box Hazard Sticker faded (Replaced) ,Kanwaljit Singh,MINOR,13/06/2026,13/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
74829,AUH,AAN2006,Class A,OTHERS,OTHERS,One thermostat has been installed in the shelter,Kanwaljeet Singh,MINOR,15/11/2025,15/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
113561,AUH,AAN2006,Class A,OTHERS,PLANTATION,Grass is on site (Removed),Kanwaljit Singh,MINOR,13/06/2026,13/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
129763,AUH,AAN2006,Class A,POWER METER,POWER METER CABLES ARE DAMANGED,Power meter cable found damaged. ,Kanwaljit Singh,MAJOR,08/08/2026,,Open,KEEP_OPEN,August-26,
46288,AUH,AAN2006,Class A,SHELTER,INTERNAL LIGHTING BULB FAULTY,Tubelight Starter-4-65W (S10),Kanwaljit Singh,MINOR,01/08/2025,01/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
113564,AUH,AAN2006,Class A,SHELTER,SITE ID DAMAGED,Du Site id faded (Replaced) Main Gate Door ,Kanwaljit Singh,MINOR,13/06/2026,13/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
18602,AUH,AAN2006,Class A,TI,TI - OTHERS,Weather Proof Are Checked,Asmatullah Tahir Muhammad,MINOR,14/03/2025,14/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
129224,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monople Platform door cover missing ,Asmatullah Tahir Muhammad,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
129226,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monopole rail safety stopper  missing,Asmatullah Tahir Muhammad,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
32982,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Start of rust on genset base,Asmatullah Tahir Muhammad,MINOR,10/06/2025,17/04/2026,Closed,CLOSED_UNIQUE,June-25,April-26
32983,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monopole Tower anchor bolts cove missing,Asmatullah Tahir Muhammad,MINOR,10/06/2025,17/04/2026,Closed,CLOSED_UNIQUE,June-25,April-26
53918,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monople Platform door cover missing,Asmatullah Tahir Muhammad,MINOR,29/08/2025,17/04/2026,Closed,CLOSED_UNIQUE,August-25,April-26
53919,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monopole Tower anchor bolts cove missing,Asmatullah Tahir Muhammad,MINOR,29/08/2025,17/04/2026,Closed,CLOSED_UNIQUE,August-25,April-26
66449,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monople Platform door cover missing,Asmatullah Tahir Muhammad,MINOR,11/10/2025,17/04/2026,Closed,CLOSED_UNIQUE,October-25,April-26
66450,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monopole Tower anchor bolts cove missing,Asmatullah Tahir Muhammad,MINOR,11/10/2025,17/04/2026,Closed,CLOSED_UNIQUE,October-25,April-26
74599,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monople Platform door cover missing,Asmatullah Tahir Muhammad,MINOR,14/11/2025,17/04/2026,Closed,CLOSED_UNIQUE,November-25,April-26
74600,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monopole Tower anchor bolts cove missing,Asmatullah Tahir Muhammad,MINOR,14/11/2025,31/01/2026,Closed,CLOSED_UNIQUE,November-25,January-26
111007,AUH,AAN2007,Class A,CIVIL,CIVIL - OTHERS,Monople Platform door cover missing ,Asmatullah Tahir Muhammad,MINOR,04/06/2026,07/08/2026,Closed,CLOSED_UNIQUE,June-26,August-26
66448,AUH,AAN2007,Class A,CIVIL,GENSET CANOPY NEEDS REPAIRING,Start of rust on genset base,Asmatullah Tahir Muhammad,MAJOR,11/10/2025,17/04/2026,Closed,CLOSED_UNIQUE,October-25,April-26
74597,AUH,AAN2007,Class A,CIVIL,GUIDE WIRE DAMAGED,Guide Wire Damage,Asmatullah Tahir Muhammad,MINOR,14/11/2025,17/01/2026,Closed,CLOSED_UNIQUE,November-25,January-26
129227,AUH,AAN2007,Class A,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,Mian gate Front side paint minor Damage ,Asmatullah Tahir Muhammad,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
53924,AUH,AAN2007,Class A,CIVIL,SHELTER FLOOR NEEDS REPAIRING,Shelter floor Need to paint inside,Asmatullah Tahir Muhammad,MINOR,29/08/2025,11/10/2025,Closed,CLOSED_UNIQUE,August-25,October-25
100919,AUH,AAN2007,Class A,CIVIL,SHELTER ROOF REPAIR,Shelter roof start of rusty .,Kanwaljit Singh,MAJOR,17/04/2026,04/06/2026,Closed,CLOSED_UNIQUE,April-26,June-26
74603,AUH,AAN2007,Class A,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter Step Need to Be Paints,Asmatullah Tahir Muhammad,MINOR,14/11/2025,17/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
129225,AUH,AAN2007,Class A,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,Monpole Need to Be Paint ,Asmatullah Tahir Muhammad,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
100920,AUH,AAN2007,Class A,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,FACP Battery faulty (New installed- 12V 2.2AH),Kanwaljit Singh,MAJOR,17/04/2026,17/04/2026,Closed,CLOSED_UNIQUE,April-26,April-26
43512,AUH,AAN2007,Class A,OTHERS,OTHERS,We installed a thermostat in the shelter.,Kanwaljit Singh,MINOR,22/07/2025,22/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
53923,AUH,AAN2007,Class A,SHELTER,EXTERNAL LIGHTING BULB FAULTY,Shelter External Light Faulty,Asmatullah Tahir Muhammad,MINOR,29/08/2025,02/09/2025,Closed,CLOSED_UNIQUE,August-25,September-25
53915,AUH,AAN2007,Class A,SHELTER,SHELTER - OTHERS,Shelter Cables Entery Roxect found open/closed,Asmatullah Tahir Muhammad,MINOR,29/08/2025,29/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
129222,AUH,AAN2007,Class A,SHELTER,SITE ID DAMAGED,Site Id Damage /Replace ,Asmatullah Tahir Muhammad,MINOR,07/08/2026,07/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
20814,AUH,AAN2007,Class A,TI,TI - OTHERS,GSM Antenna weatherproffing g checked done,Girish Dongra Kotharkar,MINOR,27/03/2025,27/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
32981,AUH,AAN2007,Class A,TI,TI - OTHERS,RTN Fan No 2 Cleaned,Asmatullah Tahir Muhammad,MINOR,10/06/2025,10/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
53916,AUH,AAN2007,Class A,TI,TI - OTHERS,RTN Fan No 2 Cleaned,Asmatullah Tahir Muhammad,MINOR,29/08/2025,29/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
66447,AUH,AAN2007,Class A,TI,TI - OTHERS,RTN Fan No 2 Cleaned,Asmatullah Tahir Muhammad,MINOR,11/10/2025,11/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
74594,AUH,AAN2007,Class A,TI,TI - OTHERS,Weatherproof Are checked,Asmatullah Tahir Muhammad,MINOR,14/11/2025,14/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
74595,AUH,AAN2007,Class A,TI,TI - OTHERS,RTN Fan No 2 Cleaned,Asmatullah Tahir Muhammad,MINOR,14/11/2025,14/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
111005,AUH,AAN2007,Class A,TI,TI - OTHERS, RTN Fan No 2 Cleaned ,Asmatullah Tahir Muhammad,MINOR,04/06/2026,04/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
129223,AUH,AAN2007,Class A,TI,TI - OTHERS, RTN Fan No 2 Cleaned ,Asmatullah Tahir Muhammad,MINOR,07/08/2026,07/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
126932,AUH,AAN2008,Class C,CIVIL,BOUNDARY WALL PAINT WORK,Minor cracks on boundary wall paint from inside only,Asmatullah Tahir Muhammad,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
126931,AUH,AAN2008,Class C,CIVIL,CIVIL - OTHERS,Monopole rail safety stopper  missing,Asmatullah Tahir Muhammad,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
68082,AUH,AAN2008,Class C,CIVIL,CIVIL - OTHERS,No grease and no cap on tower anchor bolts,Asmatullah Tahir Muhammad,MINOR,17/10/2025,02/01/2026,Closed,CLOSED_UNIQUE,October-25,January-26
68083,AUH,AAN2008,Class C,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,Main Gate Stoper Missing,Asmatullah Tahir Muhammad,MAJOR,17/10/2025,03/01/2026,Closed,CLOSED_UNIQUE,October-25,January-26
126929,AUH,AAN2008,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,Shelter floor Need to paint inside ,Asmatullah Tahir Muhammad,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
126928,AUH,AAN2008,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter need to be Paint  From inside ,Asmatullah Tahir Muhammad,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
68078,AUH,AAN2008,Class C,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter steps epoxy damage / peeling off,Asmatullah Tahir Muhammad,MINOR,17/10/2025,,Open,KEEP_OPEN,October-25,
68080,AUH,AAN2008,Class C,CIVIL,SHELTER WALL NEEDS REPAINTING,Shelter need to be Paint  From inside,Asmatullah Tahir Muhammad,MINOR,17/10/2025,,Open,KEEP_OPEN,October-25,
68084,AUH,AAN2008,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Minor cracks on structure foundation plaster,Asmatullah Tahir Muhammad,MINOR,17/10/2025,,Open,KEEP_OPEN,October-25,
126930,AUH,AAN2008,Class C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,Monpole Need to be Paints ,Asmatullah Tahir Muhammad,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
68076,AUH,AAN2008,Class C,EXTERNAL ALARMS,LOOPED ALARMS,Main gate Alarms Sesnor Faulty/replace,Asmatullah Tahir Muhammad,MINOR,17/10/2025,17/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
68075,AUH,AAN2008,Class C,OTHERS,GARBAGE,Remove Garbage,Asmatullah Tahir Muhammad,MINOR,17/10/2025,17/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
68079,AUH,AAN2008,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,Shelter External Light Faulty,Asmatullah Tahir Muhammad,MINOR,17/10/2025,30/07/2026,Closed,CLOSED_UNIQUE,October-25,July-26
83990,AUH,AAN2008,Class C,SHELTER,SHELTER - OTHERS,Shelter Roxect found open /fixed,Asmatullah Tahir Muhammad,MINOR,02/01/2026,02/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
68074,AUH,AAN2008,Class C,SHELTER,SITE ID DAMAGED,Site id Dmage /replace,Asmatullah Tahir Muhammad,MINOR,17/10/2025,17/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
68073,AUH,AAN2008,Class C,TI,TI - OTHERS,weatherproof are checked,Asmatullah Tahir Muhammad,MINOR,17/10/2025,17/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
68077,AUH,AAN2008,Class C,TI,TI - OTHERS,RTN Fan No 2 Cleaned,Asmatullah Tahir Muhammad,MINOR,17/10/2025,17/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
126926,AUH,AAN2008,Class C,TI,TI - OTHERS, RTN Fan No 2 Cleaned ,Asmatullah Tahir Muhammad,MINOR,30/07/2026,30/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
97249,AUH,AAN2009,Class A,AIR CONDITIONING,AC CONTACTOR FAULTY,Liebert 3ton Ac2 3pole contactor faulty(Replaced),Kanwaljit Singh,MAJOR,12/03/2026,12/03/2026,Closed,CLOSED_UNIQUE,March-26,March-26
108178,AUH,AAN2009,Class A,AIR CONDITIONING,AC RELAY FAULTY,Liebert 3ton AC 2 Timer relay faulty(Replaced),Kanwaljit Singh,MAJOR,19/05/2026,19/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
33790,AUH,AAN2009,Class A,BATTERY,TEMPERATURE SENSOR,Rectifier Temperature Sensor Not wrking Rectifier 2,Asmatullah Tahir Muhammad,MAJOR,14/06/2025,22/08/2025,Closed,CLOSED_UNIQUE,June-25,August-25
10386,AUH,AAN2009,Class A,CIVIL,BOUNDARY WALL DAMAGED,Boundary wall has epoxy paint peeling off,Girish Dongra Kotharkar,MINOR,14/01/2025,12/08/2025,Closed,CLOSED_UNIQUE,January-25,August-25
119758,AUH,AAN2009,Class A,CIVIL,BOUNDARY WALL PAINT WORK,The paint on the entire boundary wall is in bad condition and needs repainting.  ,Kanwaljit Singh,MINOR,06/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
17674,AUH,AAN2009,Class A,CIVIL,CABLE TRAY DAMAGED,cable tray base also damage And Minor cracks and damages on structure foundation plaster,Asmatullah Tahir Muhammad,MINOR,07/03/2025,12/08/2025,Closed,CLOSED_UNIQUE,March-25,August-25
108177,AUH,AAN2009,Class A,CIVIL,CIVIL - OTHERS,Monopole ladder safety stopper is missing,Kanwaljit Singh,MINOR,19/05/2026,06/07/2026,Closed,CLOSED_UNIQUE,May-26,July-26
17672,AUH,AAN2009,Class A,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,Main gate paint felling off,Asmatullah Tahir Muhammad,MINOR,07/03/2025,18/04/2025,Closed,CLOSED_UNIQUE,March-25,April-25
119760,AUH,AAN2009,Class A,CIVIL,SAFETY ROPE DAMAGED,Monopole ladder safety stopper is missing,Kanwaljit Singh,MINOR,06/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
108176,AUH,AAN2009,Class A,CIVIL,SHELTER BASE NEEDS REPAIRING,Shelter structure foundation has epoxy paint peeling off,Kanwaljit Singh,MINOR,19/05/2026,06/07/2026,Closed,CLOSED_UNIQUE,May-26,July-26
75721,AUH,AAN2009,Class A,CIVIL,SHELTER ROOF REPAIR,Shelter Roof start of rusty,Kanwaljeet Singh,MAJOR,18/11/2025,18/12/2025,Closed,CLOSED_UNIQUE,November-25,December-25
85674,AUH,AAN2009,Class A,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter door steps minor cracks,Kanwaljeet Singh,MINOR,08/01/2026,23/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
75718,AUH,AAN2009,Class A,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Monopole foundation paint plaster damages.,Kanwaljeet Singh,MINOR,18/11/2025,23/01/2026,Closed,CLOSED_UNIQUE,November-25,January-26
33788,AUH,AAN2009,Class A,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,Tower Pltafrom Door cover Missing,Asmatullah Tahir Muhammad,MINOR,14/06/2025,12/08/2025,Closed,CLOSED_UNIQUE,June-25,August-25
10384,AUH,AAN2009,Class A,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,Gent FACP Battery faulty (required - 12V 2.3AH 2PC not replace due to out of stock in wh),Girish Dongra Kotharkar,MAJOR,14/01/2025,22/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
66853,AUH,AAN2009,Class A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,Fe sticker install fire cylinder,Kanwaljeet Singh,MINOR,13/10/2025,13/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
119761,AUH,AAN2009,Class A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,1 Fe sticker install fire cylinder,Kanwaljit Singh,MINOR,06/07/2026,06/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
48541,AUH,AAN2009,Class A,OTHERS,OTHERS,One thermostat has been installed in the shelter,Kanwaljit Singh,MINOR,11/08/2025,11/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
108175,AUH,AAN2009,Class A,OTHERS,PLANTATION,Grass on site (Removed),Kanwaljit Singh,MINOR,19/05/2026,19/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
119759,AUH,AAN2009,Class A,POWER METER,POWER METER CABLES ARE DAMANGED,Power meter cable found damaged,Kanwaljit Singh,MAJOR,06/07/2026,,Open,KEEP_OPEN,July-26,
85673,AUH,AAN2009,Class A,SHELTER,SITE ID DAMAGED,Du Site id faded (Replaced )Main Gate Door,Kanwaljeet Singh,MINOR,08/01/2026,08/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
33784,AUH,AAN2009,Class A,TI,TI - OTHERS,RTN Fan No 3 Cleaned,Asmatullah Tahir Muhammad,MINOR,14/06/2025,14/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
75720,AUH,AAN2009,Class A,TI,TI - OTHERS,Gsm MW  antenna weatherproffing checked.,Kanwaljeet Singh,MINOR,18/11/2025,18/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
27312,AUH,AAN2012,Class C,AWL,AWL CONTROL PANEL FAULTY,AWL,Kanwaljeet Singh,MINOR,12/05/2025,09/06/2025,Closed,CLOSED_UNIQUE,May-25,June-25
123543,AUH,AAN2012,Class C,CIVIL,BOUNDARY WALL DAMAGED,Boundery well minor crack and paint feeling off ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123540,AUH,AAN2012,Class C,CIVIL,CIVIL - OTHERS,Tower platfrom cover/door is missing,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123541,AUH,AAN2012,Class C,CIVIL,CIVIL - OTHERS,No grease and no caps on anchor bolts,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123548,AUH,AAN2012,Class C,CIVIL,CIVIL - OTHERS,Monpole rail safety stopper missing ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123547,AUH,AAN2012,Class C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,Main gate Need to Be Paint ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123546,AUH,AAN2012,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,Shelter floor Need to be Paints ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123544,AUH,AAN2012,Class C,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter step minor damage ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123542,AUH,AAN2012,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Minor cracks on structure foundation plaster,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123545,AUH,AAN2012,Class C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,Monopole Need to be paint ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123537,AUH,AAN2012,Class C,OTHERS,PLANTATION,Remove Grass ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,18/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
123539,AUH,AAN2012,Class C,POWER METER,POWER METER CABLES ARE DAMANGED,Power Meter Cables Sleeve Damage,Asmatullah Tahir Muhammad,MINOR,18/07/2026,,Open,KEEP_OPEN,July-26,
123551,AUH,AAN2012,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,External Light Faulty,Asmatullah Tahir Muhammad,MINOR,18/07/2026,20/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
73345,AUH,AAN2012,Class C,SHELTER,INTERNAL LIGHTING BULB FAULTY,Tubelight Rod Faulty,Asmatullah Tahir Muhammad,MINOR,10/11/2025,10/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
73342,AUH,AAN2012,Class C,SHELTER,SITE ID DAMAGED,Site ID Damage /Replace,Asmatullah Tahir Muhammad,MINOR,10/11/2025,10/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
123538,AUH,AAN2012,Class C,TI,TI - OTHERS,RTN 1 Fan Clean ,Asmatullah Tahir Muhammad,MINOR,18/07/2026,18/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
135610,AUH,AAN2013,Class C,AIR CONDITIONING,CONTROL PANEL FAULTY,Ac unit 2 Abb Panel tripe light faulty,Asmatullah Tahir Muhammad,MAJOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135612,AUH,AAN2013,Class C,AWL,AWL BULB FAULTY,AWL stand By Lamp Faulty  & Alarm polarity need to be change in 2G ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
46061,AUH,AAN2013,Class C,AWL,AWL CONTROL PANEL FAULTY,Tech 15 card faulty,Asmatullah Tahir Muhammad,MINOR,01/08/2025,01/09/2025,Closed,CLOSED_UNIQUE,August-25,September-25
135618,AUH,AAN2013,Class C,CIVIL,BOUNDARY WALL DAMAGED,Boundary wall plaster broken and minor cracks Need to be Paints from inside ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135616,AUH,AAN2013,Class C,CIVIL,CIVIL - OTHERS,No caps on anchor bolts and not having 6 threads pitchs,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135619,AUH,AAN2013,Class C,CIVIL,CIVIL - OTHERS,Tower platfrom cover/door is missing,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135622,AUH,AAN2013,Class C,CIVIL,CIVIL - OTHERS,Monopole rail safety stopper  missing,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
46067,AUH,AAN2013,Class C,CIVIL,CIVIL - OTHERS,Tower platfrom cover/door is missing,Asmatullah Tahir Muhammad,MINOR,01/08/2025,29/01/2026,Closed,CLOSED_UNIQUE,August-25,January-26
135614,AUH,AAN2013,Class C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,Main Gate Rusty   Need to be Pain From inside ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135617,AUH,AAN2013,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,Shelter Floor Need to be Paints ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135623,AUH,AAN2013,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter roof rusty ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135613,AUH,AAN2013,Class C,CIVIL,SHELTER STEP NEEDS REPAIRING,Major cracks on shelter steps,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135615,AUH,AAN2013,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Minor cracks on structure foundation plaster & shelter step need to be paints ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
135621,AUH,AAN2013,Class C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,Monopole Need to paints ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
46062,AUH,AAN2013,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,FACP system battery faulty,Asmatullah Tahir Muhammad,MINOR,01/08/2025,01/09/2025,Closed,CLOSED_UNIQUE,August-25,September-25
135606,AUH,AAN2013,Class C,OTHERS,PLANTATION,Remove Grass ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,29/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
135609,AUH,AAN2013,Class C,POWER METER,POWER METER CABLES ARE DAMANGED,Power Meter cables Sleeve Damage ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
90382,AUH,AAN2013,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,Shelter External Light faulty,Asmatullah Tahir Muhammad,MINOR,29/01/2026,14/07/2026,Closed,CLOSED_UNIQUE,January-26,July-26
90370,AUH,AAN2013,Class C,SHELTER,SHELTER - OTHERS,Shelter Roxect found open /closed,Asmatullah Tahir Muhammad,MINOR,29/01/2026,29/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
135607,AUH,AAN2013,Class C,SHELTER,SHELTER - OTHERS,Shelter Roxect found open /closed ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,29/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
90368,AUH,AAN2013,Class C,SHELTER,SITE ID DAMAGED,Site id Damage /replace,Asmatullah Tahir Muhammad,MINOR,29/01/2026,29/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
46060,AUH,AAN2013,Class C,TI,TI - OTHERS,1 RTN Fans Clean,Asmatullah Tahir Muhammad,MINOR,01/08/2025,01/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
135608,AUH,AAN2013,Class C,TI,TI - OTHERS,1 RTN Fans Clean ,Asmatullah Tahir Muhammad,MINOR,29/08/2026,29/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
119269,AUH,AAN2014,Class C,CIVIL,CIVIL - OTHERS,No grease and no caps on tower anchor bolt nuts,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
119270,AUH,AAN2014,Class C,CIVIL,CIVIL - OTHERS,Tower platform door missing,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
119275,AUH,AAN2014,Class C,CIVIL,CIVIL - OTHERS,Monpole rail safety stopper missing ,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
119267,AUH,AAN2014,Class C,CIVIL,GROUND LEVELING,No gravel all around the boundary wall,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
119273,AUH,AAN2014,Class C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,Main gate Rusty need to Be paints ,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
119272,AUH,AAN2014,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,Shelter floor Need to be paints ,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
119276,AUH,AAN2014,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter Roof Damage & rusty ,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
119266,AUH,AAN2014,Class C,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter  Step Damage ,Asmatullah Tahir Muhammad,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
